flight_number,pilot_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,arrival_country,duration_hours,departure_time,date,isLate
KL4943,Wynne,Amsterdam Airport Schiphol,Shouzhan,China,Charles de Gaulle,Pakapasan Ilir,Indonesia,19.41,3:51 PM,5/13/2025,true
NZ8766,Morrie,Auckland Airport,Las Vegas,United States,Sydney Airport,Asen,Bulgaria,5.08,3:42 PM,8/4/2025,false
LH6949,Erda,Frankfurt Airport,Cincinnati,United States,Charles de Gaulle,Mtwango,Tanzania,23.32,9:03 AM,11/11/2025,true
UA7107,Alvan,Los Angeles International,Thủ Thừa,Vietnam,Hartsfield-Jackson Atlanta,Shanhaiguan,China,15.05,1:49 AM,2/5/2026,false
SK8067,Roddie,Copenhagen Airport,Airdrie,Canada,Charles de Gaulle,Partang,China,7.79,4:12 AM,5/6/2025,false
AV1217,Emmit,El Dorado International,Sukkozero,Russia,O'Hare International,San Antonio,Argentina,9.18,1:52 PM,12/20/2025,true
NZ9000,Tamar,Auckland Airport,Atães,Portugal,Munich Airport,Tver,Russia,11.25,9:29 PM,11/26/2025,false
EK3918,Misti,Dubai International,Vitry-le-François,France,Kuala Lumpur International,Kamensk-Shakhtinskiy,Russia,10.43,1:48 PM,6/11/2025,true
QR6265,Nataniel,Hamad International,Kamensk-Shakhtinskiy,Russia,Leonardo da Vinci International,Popovice,Czech Republic,10.88,6:03 PM,6/20/2025,false
KL5381,Dur,Amsterdam Airport Schiphol,Sanli,China,Frankfurt Airport,Lohong,Indonesia,3.61,5:06 AM,6/4/2025,true
QF5081,Daisy,Sydney Airport,Bieniewice,Poland,Melbourne Airport,Durrës,Albania,23.0,12:56 PM,8/7/2025,false
AA4410,Kalindi,John F. Kennedy International,Penedo,Portugal,Leonardo da Vinci International,San Antonio,Philippines,15.15,6:58 AM,12/30/2025,true
AV4492,Mellie,El Dorado International,Bautista,Philippines,Hamad International,Gaoxing,China,9.58,1:47 PM,8/13/2025,true
WN1265,Callie,Los Angeles International,Youhao,China,Vancouver International,Hrušica,Slovenia,19.3,10:44 AM,7/28/2025,false
SK6983,Dimitri,Copenhagen Airport,General Alvear,Argentina,São Paulo/Guarulhos International,El Zapote,Mexico,18.88,11:20 PM,4/19/2026,false
TG6736,Willdon,Suvarnabhumi,El Fahs,Tunisia,Changi,Yashalta,Russia,7.38,1:03 AM,8/10/2025,false
CX9201,Wylma,Hong Kong International,Gigant,Russia,Changi,Pilar,Philippines,11.47,12:08 PM,9/30/2025,false
LH4249,Lynna,Frankfurt Airport,Abejorral,Colombia,Charles de Gaulle,Ukmerge,Lithuania,19.61,8:55 PM,11/10/2025,false
IB3773,Phaedra,Adolfo Suárez Madrid–Barajas,Huozhuangzi,China,Charles de Gaulle,Kangar,Malaysia,20.2,10:23 PM,5/11/2025,true
QR1871,Arman,Hamad International,Czarna Białostocka,Poland,Jomo Kenyatta International,San Marcos,Colombia,3.12,6:46 AM,2/23/2026,false
AV4396,Brendin,El Dorado International,Kabin Buri,Thailand,O'Hare International,Bulu,Philippines,18.3,6:01 PM,1/14/2026,false
KE7093,Baudoin,Incheon International,Pasonobenu,Indonesia,Haneda,Namangan,Uzbekistan,19.76,1:34 PM,12/24/2025,true
AV8569,Shep,El Dorado International,Walagar,Indonesia,O'Hare International,Maguilling,Philippines,23.53,3:42 AM,12/9/2025,false
EK9909,Cherida,Dubai International,Andongsari,Indonesia,Hamad International,Bununu Dass,Nigeria,12.75,9:15 PM,10/26/2025,true
NH1537,Jenine,Haneda,Penedono,Portugal,Changi,Bamban,Philippines,11.14,9:19 PM,5/11/2025,false
AF8339,Vlad,Charles de Gaulle,Starobaltachevo,Russia,Frankfurt Airport,Qinjia,China,10.03,8:31 PM,3/17/2026,false
LA9661,Newton,São Paulo/Guarulhos International,Rognedino,Russia,Hartsfield-Jackson Atlanta,Göteborg,Sweden,19.21,3:24 AM,10/7/2025,false
AC9922,Fay,Toronto Pearson,Cikiruh Wetan,Indonesia,Arturo Merino Benítez International,Knežica,Bosnia and Herzegovina,12.14,9:15 AM,9/20/2025,false
AM9614,Leigh,Benito Juárez International,Yuping,China,O'Hare International,Kīsh,Iran,3.67,4:43 AM,3/21/2026,false
TG7442,Corrie,Suvarnabhumi,Huangcun,China,Changi,Perfilovo,Russia,6.25,2:00 PM,11/21/2025,false
AV7161,Freddi,El Dorado International,Garzón,Colombia,O'Hare International,Nice,France,14.82,4:42 AM,1/3/2026,false
BA6099,Tiffani,Heathrow,Picoto,Portugal,Hamad International,Barão de Melgaço,Brazil,18.03,9:34 AM,8/16/2025,false
AI6560,Reg,Indira Gandhi International,Luxi,China,Chhatrapati Shivaji International,João Câmara,Brazil,5.83,10:39 PM,7/21/2025,true
AI6793,Marlon,Indira Gandhi International,Orocué,Colombia,Chhatrapati Shivaji International,Tekstil’shchiki,Russia,12.49,4:34 PM,10/9/2025,false
QR9185,Olivier,Hamad International,Kampungdesa,Indonesia,Bole International,Horodnytsya,Ukraine,8.36,11:03 PM,9/8/2025,false
WN2114,Chane,Los Angeles International,Waipukang,Indonesia,San Francisco International,Busdi,Philippines,18.11,4:33 PM,2/5/2026,true
SK7444,Jobye,Copenhagen Airport,Campo Belo,Brazil,Charles de Gaulle,Kyzyl-Burun,Azerbaijan,8.96,6:33 AM,8/10/2025,false
AZ1141,Reid,Leonardo da Vinci International,Bairro do Margaça,Portugal,Charles de Gaulle,Castro,Brazil,3.34,6:01 AM,5/27/2025,false
SK8608,Isabelle,Copenhagen Airport,Le Mans,France,Charles de Gaulle,Belisario Dominguez,Mexico,16.83,6:28 AM,11/27/2025,true
AZ2467,Yuma,Leonardo da Vinci International,Żarki-Letnisko,Poland,Vienna International,Bangxi,China,9.52,9:13 PM,12/18/2025,true
CX1637,Enrichetta,Hong Kong International,Chekmagush,Russia,Changi,Tangkeng,China,19.58,9:00 AM,4/9/2026,true
BA7461,Philippe,Heathrow,Karangmulya,Indonesia,Bole International,Shouxihu,China,13.27,6:33 PM,12/15/2025,false
TG6258,Auroora,Suvarnabhumi,Armash,Armenia,Changi,Jagodina,Serbia,18.86,2:57 PM,4/8/2026,true
WN3451,Earl,Los Angeles International,Municipio de Copacabana,Colombia,Jomo Kenyatta International,Solsona,Philippines,14.16,4:21 AM,1/13/2026,false
IB8996,Tess,Adolfo Suárez Madrid–Barajas,Argavand,Armenia,Charles de Gaulle,Guder Lao,Indonesia,2.61,9:47 PM,10/4/2025,false
KE9760,Merle,Incheon International,Moulay Abdallah,Morocco,Jorge Chávez International,Rybatskoye,Russia,10.3,1:24 PM,8/19/2025,true
WN5098,Albrecht,Los Angeles International,Gornji Breg,Serbia,San Francisco International,Al Hilāliyya,Sudan,23.33,4:41 AM,9/17/2025,true
SK3823,Dedie,Copenhagen Airport,Dongxi,China,Charles de Gaulle,Paris 03,France,13.53,10:55 PM,11/3/2025,true
KE6728,Templeton,Incheon International,Wairiang,Indonesia,Bole International,El Marañón,Honduras,17.57,10:30 AM,3/19/2026,false
AC9935,Mellicent,Toronto Pearson,Ulaanbaatar,Mongolia,Vancouver International,Lavras da Mangabeira,Brazil,10.97,5:06 PM,11/28/2025,false
KL1922,Brandie,Amsterdam Airport Schiphol,Būr Safājah,Egypt,Adolfo Suárez Madrid–Barajas,Miami,United States,20.41,8:17 PM,6/27/2025,false
DL3294,Lona,John F. Kennedy International,Energodar,Ukraine,Hartsfield-Jackson Atlanta,Betulia,Colombia,5.65,4:12 PM,7/12/2025,false
LA2996,Berni,São Paulo/Guarulhos International,Sotomayor,Bolivia,Ministro Pistarini International,Temuji,Indonesia,23.44,3:15 AM,11/5/2025,true
BA7889,Geoffry,Heathrow,Shejiang,China,Charles de Gaulle,San Pedro One,Philippines,9.42,4:01 AM,8/29/2025,true
KL3207,Nance,Amsterdam Airport Schiphol,Mulong,China,Vienna International,Tange Zhen,China,3.97,12:05 AM,3/24/2026,true
BA9701,Yasmin,Heathrow,Baipenzhu,China,Charles de Gaulle,Nevyts’ke,Ukraine,16.6,10:08 PM,3/29/2026,true
EK2830,Silvia,Dubai International,Sumberjo,Indonesia,Chhatrapati Shivaji International,Ishim,Russia,4.83,5:41 AM,1/9/2026,true
AA1004,Jaymee,John F. Kennedy International,Sérifos,Greece,Hartsfield-Jackson Atlanta,Salvador,Brazil,19.51,8:48 PM,4/20/2026,false
LH3591,Luce,Frankfurt Airport,Kafr ad Dīk,Palestinian Territory,Charles de Gaulle,Zagazig,Egypt,9.65,8:18 PM,3/10/2026,true
SQ7261,Kaile,Changi,Tsimkavichy,Belarus,Beijing Capital International,Bueng Sam Phan,Thailand,7.74,4:18 AM,6/26/2025,false
DL3866,Colver,John F. Kennedy International,Kalate,Indonesia,Hartsfield-Jackson Atlanta,Gongju,South Korea,2.57,12:50 PM,2/18/2026,true
DL4833,Agace,John F. Kennedy International,Rafaḩ,Egypt,Hartsfield-Jackson Atlanta,Guamal,Colombia,17.32,5:49 AM,12/4/2025,true
LH4339,Husain,Frankfurt Airport,Capelinha,Brazil,Charles de Gaulle,Sho’rchi,Uzbekistan,1.18,1:53 PM,1/23/2026,true
EK4517,Corina,Dubai International,Triánta,Greece,Hamad International,Pernå,Finland,6.94,10:01 PM,11/29/2025,true
WN7700,Ransom,Los Angeles International,Nurlat,Russia,San Francisco International,Al Hoceïma,Morocco,6.54,10:54 PM,10/11/2025,true
BA1442,Piotr,Heathrow,Sandymount,Ireland,Charles de Gaulle,Villa Castelli,Argentina,5.93,11:34 PM,1/16/2026,false
QR2822,Chane,Hamad International,Bombon,Philippines,Bole International,Guifeng,China,8.15,5:56 AM,4/2/2026,false
LH2851,Jake,Frankfurt Airport,Steblevë,Albania,Charles de Gaulle,Ugljan,Croatia,11.88,8:39 PM,11/1/2025,false
IB3428,Vivyan,Adolfo Suárez Madrid–Barajas,Jurovski Dol,Slovenia,Charles de Gaulle,Kushima,Japan,20.32,9:05 PM,8/27/2025,false
ET8852,Ingamar,Bole International,Otuke,Uganda,Hamad International,Zghartā,Lebanon,15.44,2:52 PM,10/1/2025,false
IB8190,Kariotta,Adolfo Suárez Madrid–Barajas,San Jose,United States,Charles de Gaulle,Tsévié,Togo,7.0,2:05 PM,9/27/2025,false
NZ2559,Hilde,Auckland Airport,Huacao,China,Heathrow,Shūsh,Iran,22.98,9:41 AM,2/14/2026,false
KL2728,Toma,Amsterdam Airport Schiphol,Reston,United States,Charles de Gaulle,Sandata,Russia,9.1,3:33 PM,1/7/2026,false
ET4581,Deny,Bole International,Sveg,Sweden,Hamad International,Punkaharju,Finland,8.63,4:42 PM,11/7/2025,false
AF4908,Maye,Charles de Gaulle,Lago dos Rodrigues,Brazil,Frankfurt Airport,Sv. Anton,Slovenia,9.21,7:57 AM,8/26/2025,false
ET8525,Shelbi,Bole International,Tiznit,Morocco,Jomo Kenyatta International,Tambir,Indonesia,2.43,8:40 PM,2/3/2026,false
UA6425,Bartel,Los Angeles International,Itacorubi,Brazil,San Francisco International,Tandzut,Armenia,7.85,9:49 PM,1/28/2026,true
LH1978,Inger,Frankfurt Airport,Qiuchuan,China,Charles de Gaulle,Yanghe,China,15.49,12:56 AM,6/28/2025,true
AA1630,Jolynn,John F. Kennedy International,Kunduz,Afghanistan,Hartsfield-Jackson Atlanta,Yuhang,China,23.75,2:22 AM,12/25/2025,false
AA8316,Munmro,John F. Kennedy International,Pali,Indonesia,Hartsfield-Jackson Atlanta,Canauay,Philippines,9.7,2:03 AM,12/19/2025,true
WN8342,Gratia,Los Angeles International,Australia Square,Australia,Denver International,Hekou,China,9.07,12:20 AM,12/25/2025,true
DL3021,Tiffany,John F. Kennedy International,Stockholm,Sweden,Hartsfield-Jackson Atlanta,Ruoqiang,China,4.45,2:16 PM,1/5/2026,false
UA2781,Korney,Los Angeles International,Weixin,China,San Francisco International,Linhó,Portugal,19.89,6:49 AM,4/25/2026,false
AF7177,Desiri,Charles de Gaulle,Hiji,Japan,Frankfurt Airport,Chengnan,China,16.44,3:56 PM,7/23/2025,true
AM2718,Manny,Benito Juárez International,Pak Kret,Thailand,O'Hare International,Matango,Indonesia,13.05,9:07 PM,10/17/2025,true
AC5234,Shalne,Toronto Pearson,Dutsin Ma,Nigeria,John F. Kennedy International,La Unión,Colombia,9.01,2:00 AM,4/16/2026,true
AZ4746,Jamie,Leonardo da Vinci International,Flushing,United States,Charles de Gaulle,Xiakouyi,China,14.69,6:14 PM,12/19/2025,true
SK2761,Merrie,Copenhagen Airport,Lubień Kujawski,Poland,Indira Gandhi International,Arbeláez,Colombia,23.96,4:46 AM,4/28/2025,true
KE5573,Ibby,Incheon International,Krumvíř,Czech Republic,Haneda,Changma,China,1.13,5:23 AM,8/15/2025,false
SK9628,Ezri,Copenhagen Airport,Načeradec,Czech Republic,Charles de Gaulle,Tigbaw,Philippines,1.63,12:20 AM,10/10/2025,true
AF9987,Riannon,Charles de Gaulle,Springfield,United States,Arturo Merino Benítez International,Zvenigorod,Russia,3.0,1:41 PM,9/3/2025,false
TG5404,Berny,Suvarnabhumi,Batangtoru,Indonesia,Changi,El Jem,Tunisia,15.97,5:13 PM,3/1/2026,true
QF5171,Kris,Sydney Airport,Bila Tserkva,Ukraine,Melbourne Airport,Chengxi,China,18.82,9:45 AM,1/28/2026,false
DL4619,Creigh,John F. Kennedy International,Ambositra,Madagascar,El Dorado International,Banho e Carvalhosa,Portugal,3.96,3:14 PM,3/10/2026,false
DL8564,Tiff,John F. Kennedy International,Empório,Greece,Hartsfield-Jackson Atlanta,Mykonos,Greece,10.59,8:04 AM,12/29/2025,true
WN4815,Maurita,Los Angeles International,Segbwema,Sierra Leone,San Francisco International,Titiakar,Indonesia,18.74,10:03 AM,10/3/2025,false
LH3478,Mei,Frankfurt Airport,Labinot-Mal,Albania,Charles de Gaulle,Ell,Luxembourg,2.61,2:45 PM,11/22/2025,false
IB5615,Danit,Adolfo Suárez Madrid–Barajas,Borodino,Ukraine,Charles de Gaulle,Haninge,Sweden,1.23,7:23 PM,6/6/2025,true
AI2711,Barbara,Indira Gandhi International,Všenory,Czech Republic,Chhatrapati Shivaji International,Gândara de Aquém,Portugal,7.7,8:35 PM,3/3/2026,true
EK2108,Brose,Dubai International,Momil,Colombia,Hamad International,Otse,Botswana,6.53,7:07 PM,4/14/2026,true
SA8434,Esra,O.R. Tambo International,Samannūd,Egypt,Charles de Gaulle,Radlje ob Dravi,Slovenia,19.18,6:38 PM,3/9/2026,true
SQ4020,Maura,Changi,Dolgoderevenskoye,Russia,Beijing Capital International,Fuhe,China,19.78,7:00 PM,8/1/2025,false
AZ6413,Brad,Leonardo da Vinci International,Shengze,China,Charles de Gaulle,Hitura,Nepal,6.18,12:20 AM,10/14/2025,false
KL6095,Davon,Amsterdam Airport Schiphol,Landerneau,France,Charles de Gaulle,Susoh,Indonesia,19.64,11:23 PM,4/8/2026,true
CX9670,Frederique,Hong Kong International,Vermil,Portugal,Changi,Muzi,China,15.96,2:48 PM,8/21/2025,false
AI9969,Constancia,Indira Gandhi International,El Cubolero,Honduras,Chhatrapati Shivaji International,Donnacona,Canada,21.84,5:44 PM,5/4/2025,true
WN8234,Brandy,Los Angeles International,Cut-cut Primero,Philippines,Auckland Airport,Narowlya,Belarus,9.57,10:32 PM,9/7/2025,false
EK8611,Heidie,Dubai International,Wangji,China,Hamad International,Pombal,Brazil,20.93,9:15 AM,10/22/2025,false
SK2032,Bambie,Copenhagen Airport,Mikhaylovka,Russia,Charles de Gaulle,Yushugou,China,20.1,11:23 AM,10/24/2025,true
AA8058,Charis,John F. Kennedy International,Gambēla,Ethiopia,Hartsfield-Jackson Atlanta,Nürnberg,Germany,3.88,1:13 PM,3/8/2026,true
BA8268,Rosalia,Heathrow,Gemena,Democratic Republic of the Congo,Dallas/Fort Worth International,Kyriáki,Greece,10.53,3:06 AM,9/18/2025,true
UA3003,Orville,Los Angeles International,Chifeng,China,Dallas/Fort Worth International,Mombetsu,Japan,22.57,8:51 PM,11/21/2025,false
UA6219,Mora,Los Angeles International,Dolní Čermná,Czech Republic,San Francisco International,Chipata,Zambia,4.8,9:26 PM,1/14/2026,false
SQ2554,Anissa,Changi,Rognedino,Russia,Haneda,San Martín Zapotitlán,Guatemala,16.45,10:44 AM,6/8/2025,true
AF4739,Leanor,Charles de Gaulle,Babakanbandung,Indonesia,Dubai International,Xuedian,China,8.85,3:10 AM,4/3/2026,false
SA3812,Tammi,O.R. Tambo International,Nakhodka,Russia,Charles de Gaulle,Jaguaruana,Brazil,23.04,9:38 PM,1/6/2026,true
NH9125,Roldan,Haneda,Sungaibengkal,Indonesia,Incheon International,Mosteiró,Portugal,1.51,2:51 AM,3/15/2026,true
AA5996,Priscella,John F. Kennedy International,Khyzy,Azerbaijan,Hartsfield-Jackson Atlanta,Palaran,Indonesia,15.29,1:31 AM,8/15/2025,false
EK1778,Cassaundra,Dubai International,Sangiang,Indonesia,Munich Airport,Kara-Balta,Kyrgyzstan,3.26,6:05 PM,3/9/2026,true
AF4268,Aidan,Charles de Gaulle,Uozu,Japan,Frankfurt Airport,Solidaridad,Mexico,11.3,8:40 AM,7/12/2025,false
QF4202,Felicle,Sydney Airport,Cortes,Philippines,Melbourne Airport,Baculin,Philippines,2.51,11:34 PM,4/6/2026,false
SK5257,Reinald,Copenhagen Airport,Yangsan,South Korea,Charles de Gaulle,Guohe,China,11.59,12:41 PM,3/10/2026,true
AI4651,Caressa,Indira Gandhi International,Dogonbadan,Iran,Chhatrapati Shivaji International,Vladislav,Czech Republic,4.43,10:11 PM,8/9/2025,false
KE8496,Theresa,Incheon International,Shaoyang,China,Sydney Airport,Kangding,China,19.35,3:51 PM,2/15/2026,true
IB4654,Ibby,Adolfo Suárez Madrid–Barajas,Marelesu,China,Charles de Gaulle,Negla,Indonesia,4.8,7:54 PM,5/16/2025,false
AV9933,Palmer,El Dorado International,Liaobu,China,O'Hare International,Dolores,Argentina,5.37,5:17 PM,12/18/2025,false
SK9251,Willi,Copenhagen Airport,Macaíba,Brazil,Charles de Gaulle,Benito Juarez,Mexico,1.28,12:33 PM,8/27/2025,true
ET7552,Traver,Bole International,Massy,France,Hamad International,Suodenniemi,Finland,21.61,12:11 PM,2/16/2026,false
AI3081,Gran,Indira Gandhi International,Liangnong,China,Hong Kong International,Bungu,Tanzania,3.8,1:51 PM,7/20/2025,true
DL4448,Angie,John F. Kennedy International,Pocokan Satu,Indonesia,Hartsfield-Jackson Atlanta,Biliri,Nigeria,2.27,3:25 PM,8/28/2025,false
BA5740,Clo,Heathrow,Vil’nyans’k,Ukraine,Charles de Gaulle,Povarovo,Russia,19.69,4:44 PM,11/3/2025,false
ET3932,Briney,Bole International,Río Bueno,Chile,Leonardo da Vinci International,Huicungo,Peru,20.19,9:06 AM,5/10/2025,false
QR2424,Shell,Hamad International,Punata,Bolivia,Bole International,Bukabu,Indonesia,20.8,4:27 AM,3/15/2026,true
SK5342,Dorena,Copenhagen Airport,Zhangjiawo,China,Charles de Gaulle,Vostochnyy,Russia,5.08,3:21 PM,3/7/2026,false
KL6659,Bunnie,Amsterdam Airport Schiphol,Las Heras,Argentina,Charles de Gaulle,San Martín Zapotitlán,Guatemala,22.51,10:39 PM,9/18/2025,true
QF2246,Arlie,Sydney Airport,Uherce Mineralne,Poland,Chhatrapati Shivaji International,Sietesz,Poland,21.17,10:33 AM,10/12/2025,true
NZ9667,Phedra,Auckland Airport,Eauripik,Micronesia,Hong Kong International,Koło,Poland,10.81,10:45 PM,9/3/2025,true
AM6576,Agata,Benito Juárez International,Rogóźno,Poland,Los Angeles International,Torreira,Portugal,1.02,3:17 PM,5/11/2025,false
EK5205,Kym,Dubai International,Sorongan,Indonesia,Hamad International,Pujiang,China,6.24,4:27 AM,9/5/2025,false
LH8174,Thornie,Frankfurt Airport,Duas Igrejas,Portugal,Charles de Gaulle,Linjiang,China,15.04,9:03 PM,3/20/2026,false
QF2795,Jasmina,Sydney Airport,Warudoyong,Indonesia,Melbourne Airport,Alemanguan,Philippines,18.31,3:47 PM,9/29/2025,true
CX3889,Curt,Hong Kong International,Pasirlimus,Indonesia,Changi,Nelspruit,South Africa,14.94,8:10 PM,12/18/2025,true
AF8413,Beryle,Charles de Gaulle,Al Qurayn,Saudi Arabia,Frankfurt Airport,Ciudad Nueva,Dominican Republic,1.07,11:37 AM,11/1/2025,false
BA8519,Astrid,Heathrow,Minh Long,Vietnam,Chhatrapati Shivaji International,São Pedro do Estoril,Portugal,9.02,2:55 PM,7/30/2025,false
SA7408,Letitia,O.R. Tambo International,San Agustín,Honduras,Frankfurt Airport,Belize City,Belize,21.47,11:53 AM,8/27/2025,false
AC7732,Ruttger,Toronto Pearson,Češinovo,Macedonia,Hartsfield-Jackson Atlanta,Visby,Sweden,7.24,11:03 PM,3/5/2026,true
LA4985,Renado,São Paulo/Guarulhos International,Landerneau,France,Miami International,Oemanu,Indonesia,19.68,2:12 AM,12/28/2025,true
UA5154,Salem,Los Angeles International,Sámara,Costa Rica,Jorge Chávez International,Xuanhua,China,8.62,11:44 PM,5/26/2025,true
UA7107,Fred,Los Angeles International,København,Denmark,Hartsfield-Jackson Atlanta,Thị Trấn Mường Khến,Vietnam,19.85,10:32 AM,5/20/2025,true
DL8985,Briana,John F. Kennedy International,Bharatpur,Nepal,Jorge Chávez International,Kefar Shemaryahu,Israel,2.21,4:41 PM,8/15/2025,true
LH7638,Tricia,Frankfurt Airport,Kafr al Labad,Palestinian Territory,Adolfo Suárez Madrid–Barajas,Andrijaševci,Croatia,20.78,5:32 AM,2/24/2026,true
AC9772,Abagail,Toronto Pearson,Tajerouine,Tunisia,John F. Kennedy International,Gandu,Indonesia,20.01,11:21 AM,9/2/2025,false
SQ5891,Brent,Changi,Karbinci,Macedonia,Kuala Lumpur International,Angadanan,Philippines,11.55,3:28 PM,1/14/2026,false
AI8841,Netta,Indira Gandhi International,Bobai,China,Chhatrapati Shivaji International,Shebalino,Russia,13.31,1:47 AM,8/5/2025,true
WN2848,Jenda,Los Angeles International,Baishan,China,San Francisco International,Longxian,China,13.85,9:47 PM,7/8/2025,true
SQ9316,Lucian,Changi,Akzhal,Kazakhstan,Beijing Capital International,Lanús,Argentina,19.64,11:04 PM,11/19/2025,false
IB4367,Daniella,Adolfo Suárez Madrid–Barajas,Yong’an,China,São Paulo/Guarulhos International,Masis,Armenia,2.49,9:47 AM,5/27/2025,true
AF7900,Skylar,Charles de Gaulle,Saint-Brieuc,France,Frankfurt Airport,Włocławek,Poland,23.6,7:15 AM,10/23/2025,true
AM8310,Sarajane,Benito Juárez International,Kičevo,Macedonia,O'Hare International,Panjakent,Tajikistan,11.57,6:04 PM,11/29/2025,false
AC8696,See,Toronto Pearson,Sano,Japan,John F. Kennedy International,Kaliningrad,Russia,3.9,9:22 PM,2/15/2026,true
BA6603,Gretta,Heathrow,Lanyi,China,Copenhagen Airport,Labrador City,Canada,11.29,1:08 PM,11/10/2025,true
KL5690,Silvana,Amsterdam Airport Schiphol,Qingzhou,China,Charles de Gaulle,Vazante,Brazil,23.13,5:28 AM,8/21/2025,true
SK7135,Lynett,Copenhagen Airport,Cayna,Peru,Munich Airport,Kebonan,Indonesia,1.57,9:11 AM,5/14/2025,false
CX5398,Sally,Hong Kong International,Penco,Chile,Changi,Campinho,Portugal,7.71,3:26 AM,5/14/2025,true
KE2298,Ban,Incheon International,Porosozero,Russia,Chhatrapati Shivaji International,Ambalavao,Madagascar,23.07,6:40 PM,5/14/2025,true
AV3548,Jeremie,El Dorado International,Seixezelo,Portugal,O'Hare International,Bayzhansay,Kazakhstan,21.09,3:43 AM,8/7/2025,true
QR1102,Josey,Hamad International,Linjiang,China,Hartsfield-Jackson Atlanta,Jiannan,China,7.93,10:28 PM,12/1/2025,false
EK1908,Adelind,Dubai International,Phonsavan,Laos,Copenhagen Airport,Pitumarca,Peru,14.64,5:10 PM,1/27/2026,false
AC2475,Gannon,Toronto Pearson,Bayanbulag,Mongolia,John F. Kennedy International,Aromashevo,Russia,22.13,4:07 AM,9/28/2025,true
AA7448,Kassia,John F. Kennedy International,Takeshiken,China,Hartsfield-Jackson Atlanta,Burtunay,Russia,19.87,8:36 AM,3/31/2026,true
SA3103,Cherye,O.R. Tambo International,Sobral da Abelheira,Portugal,Charles de Gaulle,Hutou,China,21.94,5:10 PM,8/11/2025,true
SK6935,Diandra,Copenhagen Airport,Cayambe,Ecuador,Toronto Pearson,Imsida,Malta,8.19,11:21 AM,1/13/2026,true
AC3780,Bettine,Toronto Pearson,Tankhoy,Russia,Hartsfield-Jackson Atlanta,Pégeia,Cyprus,13.39,1:15 AM,9/20/2025,true
AI1923,Rudy,Indira Gandhi International,Duang,Indonesia,Chhatrapati Shivaji International,Mevo horon,Israel,10.23,8:05 AM,3/28/2026,true
AC4575,Paola,Toronto Pearson,Barurao,Philippines,Dallas/Fort Worth International,Shaping,China,9.87,2:08 PM,5/11/2025,false
DL3679,Gal,John F. Kennedy International,Khlung,Thailand,Los Angeles International,Sumusţā as Sulţānī,Egypt,3.07,10:27 PM,6/19/2025,false
SK1999,Giacopo,Copenhagen Airport,Pyhäselkä,Finland,Munich Airport,Veltruby,Czech Republic,21.34,12:15 AM,9/16/2025,false
SQ5078,Bernard,Changi,San Antonio Aguas Calientes,Guatemala,Beijing Capital International,Al Kittah,Jordan,16.85,11:48 PM,7/2/2025,true
WN3039,Garvey,Los Angeles International,Fais,Micronesia,San Francisco International,Lingzhi,China,14.0,2:42 AM,10/18/2025,true
AF7015,Marys,Charles de Gaulle,Nowy Staw,Poland,Frankfurt Airport,Shibganj,Bangladesh,14.0,5:27 AM,12/15/2025,true
AZ8666,Suzy,Leonardo da Vinci International,Fort Lauderdale,United States,Charles de Gaulle,Hatava,Belarus,5.23,8:55 PM,8/29/2025,true
WN2811,Denny,Los Angeles International,Guodu,China,San Francisco International,Rattanaburi,Thailand,20.67,7:53 PM,8/10/2025,true
NZ9063,Mollee,Auckland Airport,Shuikou,China,Sydney Airport,La Tinguiña,Peru,2.05,11:26 AM,1/20/2026,false
AA8959,Steffen,John F. Kennedy International,Sanjian,China,O'Hare International,Huddinge,Sweden,20.2,1:17 AM,12/8/2025,true
IB1120,Madge,Adolfo Suárez Madrid–Barajas,Shaliangzi,China,Charles de Gaulle,Qingxi,China,3.78,10:16 PM,4/2/2026,true
NH3213,Broderic,Haneda,Nysa,Poland,Incheon International,Hongqi Yingzi,China,18.3,7:02 PM,9/27/2025,true
CX4113,Lydon,Hong Kong International,Žemaičių Naumiestis,Lithuania,Changi,Qiucun,China,16.22,8:59 AM,1/10/2026,true
AM4189,Luelle,Benito Juárez International,Xiaji,China,O'Hare International,Nuits-Saint-Georges,France,19.82,12:35 AM,2/27/2026,false
DL5162,Adria,John F. Kennedy International,Kademangan,Indonesia,Hartsfield-Jackson Atlanta,Steinkjer,Norway,2.16,6:55 AM,12/30/2025,true
LH7119,Adelbert,Frankfurt Airport,Starigrad,Croatia,Charles de Gaulle,Lisia Góra,Poland,23.2,10:05 PM,10/6/2025,true
AC6671,Ken,Toronto Pearson,Xianlin,China,John F. Kennedy International,Tsotsin-Yurt,Russia,12.3,6:00 AM,8/18/2025,true
SA4830,Doug,O.R. Tambo International,Drien Rampak,Indonesia,Bole International,Mingjing,China,15.3,3:24 AM,10/19/2025,false
AF4188,Sheff,Charles de Gaulle,Amouguer,Morocco,Vienna International,Ntoum,Gabon,19.89,11:14 PM,12/30/2025,true
LH2907,Erda,Frankfurt Airport,Bualan,Philippines,Charles de Gaulle,Padangan,Indonesia,1.11,12:13 PM,9/12/2025,true
NZ7909,Annabal,Auckland Airport,Santa María de Jesús,Guatemala,Sydney Airport,Port-Vila,Vanuatu,16.65,6:32 PM,6/9/2025,false
